KOD_ZSJ,CENTROID_X,CENTROID_Y,REPRESENTATIVE_POINT_X,REPRESENTATIVE_POINT_Y
191728,14.375815143860057,49.977687283218856,14.375110431534644,49.97486363972532
191736,14.392517518476028,49.97044432382899,14.392779686505705,49.9700417512599
191752,14.382670543860959,49.96998649916105,14.382441000185473,49.969309382274936
191761,14.37955641381718,49.95347210085136,14.377126770279002,49.95286903273731
193259,14.266144351263227,50.06526404145491,14.267854109840181,50.06489470493692
193267,14.287638336878114,50.06064448767296,14.291183116048803,50.061103688474134
198056,14.479056179378729,50.118524651149706,14.477974057635027,50.11912727537978
305758,14.42987054298806,50.0773813460683,14.42986880064132,50.0773674772436
305774,14.430351712608863,50.07240309282547,14.430706096167292,50.072467764336565
305782,14.43533582997396,50.08326119646775,14.43534748996382,50.08327685355982
305791,14.429267914898219,50.06752236479255,14.429747936011886,50.06768593002188
305804,14.423059653671835,50.06397527133642,14.423207384653917,50.06378521771178
305812,14.443304826219324,50.05075390613513,14.442801034130296,50.050532199477196
305821,14.438276235554419,50.049067841405765,14.437833474695841,50.04912946168649
305839,14.473013171194545,50.048500931304915,14.473000321889424,50.048175777953844
305847,14.477639686954657,50.050282531818425,14.477432125704329,50.05048615478009
305855,14.41989014063049,50.062142576018786,14.419033612099142,50.062343433046834
305863,14.340540766130593,50.05133047595294,14.339867532194345,50.05173963720538
305871,14.409938585147643,50.07644971795933,14.40981323679848,50.076852583359944
305880,14.41173971651741,50.06981181530707,14.411621401384863,50.06953700527494
305898,14.41117456468192,50.067339536527285,14.411193494339026,50.06730394018342
305901,14.413634740809131,50.06465554687568,14.413744369502757,50.06430582243646
305928,14.404999304576348,50.09672979226045,14.404649219490004,50.09661446623544
305936,14.400859978979447,50.09582174213389,14.401251678339444,50.095889280551134
305944,14.428993868873233,50.09568530627458,14.429447778102547,50.09576441171791
305952,14.431233424006711,50.09476602948207,14.4292860704133,50.09490014901539
305961,14.415275394449505,50.09741276984735,14.41463131612919,50.09757430379203
305979,14.476544399634172,50.14063050817204,14.476758092737743,50.14038398208913
305987,14.462747770791253,50.12443058006001,14.462819302023576,50.123905161233836
305995,14.50087101868198,50.12829804961048,14.500397071601416,50.128375863131225
306002,14.576916617763999,50.08859750908837,14.57409869858651,50.08846961540743
306011,14.509177093519396,50.09018319328283,14.509175765019581,50.09042821826493
306029,14.528064003648153,50.075078099822036,14.525189652686336,50.07486481679949
306037,14.541207277059554,50.067130807442126,14.542264963350906,50.06725297811819
306045,14.554247610491428,50.04894767605958,14.556637082885738,50.04941616443402
306053,14.529795424945835,50.03255688556859,14.528667855447615,50.032219711340105
306061,14.531621581263876,50.02794905420649,14.533444390283451,50.02792304425243
306070,14.518807041897574,50.024093058714634,14.518628170595669,50.02450450251179
306088,14.51855410518164,50.02746790747958,14.517776959763333,50.02757130065554
306096,14.516955269948609,50.030417514202725,14.517263196381604,50.03021268478475
306100,14.515280095963291,50.03336805656036,14.516230842888003,50.03340047140024
306118,14.485306936155325,50.036395564963826,14.485166964051878,50.03622334940222
306126,14.471636953173704,50.00260574410361,14.471585568403066,50.00253399845184
306142,14.47543985683824,49.987535085922076,14.477616654823777,49.987606579806624
306151,14.402039501004278,49.973598432568174,14.400866531148377,49.97263188897323
306169,14.355458720088453,49.976583984272835,14.356496530546877,49.977503479564476
306177,14.378813880867003,49.98844429245742,14.379434545249552,49.9889651313477
306185,14.358759805470172,49.991589445929044,14.358112449124992,49.99109943854023
306193,14.341643963851096,49.9819138128248,14.344156877301316,49.98167593325921
306207,14.357428160059756,50.0315258096864,14.35807534768206,50.03031968727663
306215,14.340240295648133,50.02475699632284,14.341355232132136,50.02502284830371
306223,14.327861432032138,50.04653378732047,14.327311724728146,50.04662806981305
306231,14.321327583239842,50.04281068192379,14.320873118297602,50.04333914521125
306240,14.304676838294286,50.0445039463341,14.30564637357734,50.04436584464295
306258,14.319606478713315,50.05697040787515,14.321150154321344,50.0575333920269
306266,14.290161018339212,50.068332189740126,14.287807889086562,50.069611726865276
306274,14.278886209533187,50.063467179732704,14.27801001411862,50.06316001945403
306282,14.36336922169435,50.086622614233235,14.362282135488094,50.0865419979457
306291,14.356911699589412,50.089162986726755,14.356688777294066,50.08937952027361
306304,14.299648175515665,50.07468260234804,14.300731652470004,50.07427207006522
306312,14.305245338788248,50.06406979332225,14.304043653478544,50.06445821711124
306321,14.301865370165308,50.08523947417705,14.302559601331641,50.08472208710886
306339,14.42857338442576,50.12434154668419,14.428702819501279,50.12402011820335
306347,14.411751068677264,50.12748468586728,14.411860025430425,50.1275478217165
306355,14.40909144331156,50.131901722111266,14.406854667793095,50.132014487472176
306363,14.466734075057838,50.13096008721,14.467443957844504,50.13055803987166
306371,14.476630748689692,50.13043780049069,14.477175561736754,50.13039740245327
306380,14.470332428061877,50.13403628568443,14.470914112250448,50.134593859219216
306398,14.508778174106974,50.13615713975025,14.508718135690495,50.1356203500142
306401,14.560875653330562,50.14476788789471,14.562778692379553,50.14421603969844
306410,14.5852748147648,50.13486964421945,14.585878843974779,50.13432839818636
306428,14.575058024777842,50.131046065769915,14.573562239537765,50.13181663609346
306436,14.570890883269982,50.12114326924156,14.569884076024167,50.12110722283248
306444,14.590546709615637,50.124050331261095,14.593188837934031,50.123471678304426
306452,14.595465477733846,50.10432574626705,14.59531160170825,50.10500915392732
306461,14.584680245656347,50.106135669553545,14.585434575176155,50.10540020877103
306479,14.569637656290855,50.104523655674846,14.570401990518047,50.104949325270624
306487,14.578493023763354,50.10388972997706,14.581655156394106,50.104566463653235
306495,14.596210667345293,50.117073027283745,14.596217980357917,50.117676941752705
306509,14.61306865571474,50.11809539839301,14.611680442217683,50.11801932568094
306517,14.628906045010094,50.12602673790272,14.62907377537846,50.12572772873691
306525,14.557421478929278,50.09731359777427,14.558952200739906,50.09780340841742
306541,14.580599047932463,50.095187995902194,14.582548710038733,50.095020431007114
306550,14.627189878064563,50.08970960778353,14.628563449645817,50.090697241181054
306568,14.465133243932167,50.067049864403884,14.465039792306072,50.067124944405045
306584,14.581585105298808,50.04121301771922,14.583218822669965,50.04213446484411
306827,14.31694001301224,50.069077890235924,14.317011621417429,50.06929516065385
306835,14.50684085806423,50.04107856496019,14.506706380862843,50.04064417550596
306843,14.422909228921547,50.012015719921166,14.425218437670626,50.01179839370932
306908,14.441302279707632,50.01876758510216,14.44213651187809,50.019095300494556
306916,14.430772178514124,50.0203310196489,14.430477109671646,50.02035620495329
306924,14.4519548406662,50.0172660786761,14.451897444585601,50.017296503690716
315761,14.483160226426769,50.08747830449472,14.481091009155802,50.08785819047913
315770,14.47472444493366,50.03378676323851,14.47270442056416,50.03388554644483
315788,14.476305322680846,50.05382408898581,14.47625733588509,50.05351256689231
315796,14.415780245452725,50.019845044450214,14.415634917036128,50.0199726895428
315800,14.397872457506162,50.016233211445396,14.397823381170191,50.01587301380468
315818,14.408056959715847,50.02819154964731,14.408132851163089,50.02813860681456
315826,14.46891362368606,50.00559117912859,14.468684283953154,50.00684246065552
315834,14.46640316919885,50.01186013932575,14.4662788472988,50.011754326277995
315842,14.447995249769214,49.99852117463177,14.44865788884518,49.99848681962335
315851,14.459487161769571,49.998850428290204,14.462284400028853,49.99802318266998
315869,14.453650904096317,50.00406928413323,14.452547154479323,50.004429567899834
315877,14.449521678384665,50.04338470608266,14.449419226164892,50.04342704109757
315885,14.4515713645956,50.04431048412267,14.451496133016592,50.04440451855823
315893,14.464665955260603,50.04109991684707,14.464147421107626,50.041898190992256
315907,14.4704092770769,50.042184871728615,14.470018525918608,50.04242904335382
315915,14.438959216659612,50.03199588741867,14.43783048667225,50.03205745509155
315923,14.434863224091321,50.029056975081936,14.433618377311884,50.02927862681622
315931,14.443027761987844,50.02687933576286,14.442279331798069,50.02714894342938
315958,14.503027080648716,50.0353005097454,14.498566627602209,50.0352172647073
315966,14.49971786177027,50.024812280476134,14.49550678509863,50.027059540404835
315974,14.486417738367331,50.02213985167688,14.486261648150407,50.02302329326216
315982,14.49635597044518,50.0114402121912,14.497105826710923,50.01137175770677
315991,14.499141203210366,50.00684179235165,14.498636842118806,50.0074150489623
316008,14.464237461630535,50.016761805439415,14.464035212627733,50.01656913076253
316016,14.461799996379751,50.01187543541586,14.461045622681807,50.0120538256404
316024,14.45751618458829,50.011127448729496,14.4572838722565,50.01106936627177
316032,14.453833793872025,50.01485816145244,14.45387353238031,50.01488714210902
316041,14.456812001115953,50.01891188356239,14.456273555731311,50.01912015502536
316059,14.421219915077627,50.014898285642936,14.421469496143885,50.014855604841614
316067,14.431770263361528,50.00767707166383,14.429642926700687,50.00805196079523
316075,14.422043696378225,50.00156849143488,14.421076121165317,50.00114092272242
316083,14.436656331529102,49.997526015828655,14.433855756008592,49.996459190484394
316091,14.537664171255381,50.02260272840354,14.537540115988389,50.023230098379145
316105,14.543225022193393,50.01513978556671,14.53311333832774,50.01489676494498
316113,14.508161857717894,50.00421887807106,14.505157964664924,50.00337115431178
316121,14.522329056379009,50.00915055135613,14.521405519430528,50.00928963713367
316130,14.504760278774441,50.015888249818886,14.504180410272838,50.01559750744184
316148,14.479516482042875,49.99993354881082,14.479376235161453,50.00003414806909
316156,14.471202501695533,49.99932577394256,14.471317472311416,49.999210644159206
316164,14.463199174862996,50.001882208094784,14.462785837475492,50.00174995637211
316172,14.449128559215676,49.99365875692598,14.448940728563633,49.99415503215238
316199,14.481397583113534,49.99384195597813,14.481639133763638,49.99373532169864
316202,14.482667988613418,49.99611879584968,14.482498637367678,49.99559189284833
316211,14.460447303345342,49.98725228494877,14.460810934075687,49.98700272021388
316245,14.455537472628787,49.990129983341596,14.456375098967348,49.990178767080316
316253,14.459207638095608,49.993277158089825,14.458579197064868,49.99308718722973
316261,14.439361085263172,49.99471972787314,14.439410300324571,49.99450950028322
316270,14.457047246890221,49.9835374927172,14.456398386224851,49.983977503185834
316288,14.449740349756436,49.98051790435083,14.444709583582595,49.98210089001032
316296,14.425331934219027,49.98805687581269,14.418442452181342,49.986357660181675
316300,14.430527791515226,49.97822853478451,14.432944661102795,49.978621922428246
316318,14.415816224178688,49.97119708113477,14.412243767424245,49.97182412359595
316326,14.383875602575811,50.05644278202807,14.385151745532255,50.05654317951851
316334,14.344094981741028,50.042320576775765,14.344798584595278,50.04227432571116
316342,14.382271530225852,50.03912174357485,14.382552346638452,50.03936547205126
316369,14.333790082325308,50.06014515975258,14.332123359779134,50.060352782726355
316377,14.360605119333439,50.0742391550766,14.360422762154656,50.07382106876558
316385,14.407271169202613,50.052803761828734,14.407335403278804,50.053336100154056
316393,14.38993092028882,50.01771255319411,14.389895206203857,50.01757740131754
316407,14.367504674290753,50.016135810061805,14.367323838612055,50.01577407364223
316415,14.357637001102724,49.99619383370099,14.357244353708863,49.99613375155309
316431,14.262359166987425,50.05921268099305,14.262316766334965,50.058711482369006
316440,14.345851999366651,50.05336384771916,14.347173001540568,50.05315720182966
316458,14.33339120376257,50.068137415496906,14.337868806685748,50.06754422546083
316474,14.388440693478223,50.03466228231394,14.38862707166708,50.03448755776047
316482,14.38257196347178,50.0362987537744,14.381966184706389,50.03621226623486
316491,14.374463671310655,50.03662604455624,14.37360326677598,50.03617808114126
316504,14.377844547759036,50.032157703772086,14.377650372932465,50.03169167662658
316512,14.371368345473577,50.03072337369051,14.370491681949439,50.03089886137781
316521,14.363697810984737,50.03257528524461,14.364001065553875,50.032600041875305
316539,14.361954152858372,50.0283398608703,14.362111663016616,50.02823556643292
316547,14.395532978671797,49.998897095347324,14.391319092093045,50.00091520471311
316555,14.385546591625546,50.00160981089316,14.385064705581012,50.001243628256944
316563,14.381424026284565,50.002672648955844,14.38033346778021,50.00313690589718
